"official_engagement_rate","total_posts","account_age_years","post_frequency_per_year","view_count_log","subscriber_count_log","like_count_log","comment_count_log","channel_name_CallMeShazzam TECH","channel_name_GADGETS ONE MALAYALAM TECH TIPS","channel_name_Jayaraj G Nath","channel_name_M4 Tech","channel_name_Malayalam Tech - മലയാളം ടെക്","channel_name_MalayaliPada - Vlogs & Tech Reviews from USA","channel_name_Mallu Discovery TV","channel_name_Mallu Tech","channel_name_Mr Perfect Tech","channel_name_PrathapGTech","channel_name_Ratheesh R Menon","channel_name_Rickyrodger","channel_name_Sarath'S Neon Tech","channel_name_Tec Tok by Hareesh","channel_name_Tech 4 Malayalam","channel_name_Tech Frame Malayalam"
"0.00087364957126645","699","9","77.666666666667","12.498675093058","16.432906463791","9.3643481844555","5.7235851019524","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.001054963426645","699","9","77.666666666667","12.67069620311","16.432906463791","9.5597993432946","5.605802066296","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.002173649476376","699","9","77.666666666667","13.933958261569","16.432906463791","10.257869870415","7.1507014575925","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0010391970044382","699","9","77.666666666667","13.274412994401","16.432906463791","9.5394282684866","5.8348107370626","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0018318246838084","699","9","77.666666666667","13.729160416855","16.432906463791","10.108304187157","6.3135480462771","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0018654013236933","699","9","77.666666666667","13.981094485553","16.432906463791","10.124428680295","6.4183649359362","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.00026824815560232","699","9","77.666666666667","11.754568834509","16.432906463791","8.1889668636489","4.3307333402863","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0025141604004262","699","9","77.666666666667","13.854382171728","16.432906463791","10.416101576161","6.959398512134","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.00038423354859609","699","9","77.666666666667","12.040543306942","16.432906463791","8.5535251206636","4.3944491546724","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0019286129979115","699","9","77.666666666667","13.639936187628","16.432906463791","10.158788468649","6.4085287910595","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0018052553426821","699","9","77.666666666667","13.774546886742","16.432906463791","10.083431284544","6.6732979677677","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0027700727905056","699","9","77.666666666667","14.3834124922","16.432906463791","10.507202245765","7.2254814727823","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0013337955230806","699","9","77.666666666667","13.546985152587","16.432906463791","9.7790008474131","6.4232469635335","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0022051823207896","699","9","77.666666666667","14.044030828781","16.432906463791","10.293060377975","6.5308776277259","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.001905109349992","699","9","77.666666666667","13.609119644316","16.432906463791","10.14226820463","6.5624440936937","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0037807296510416","699","9","77.666666666667","14.90003947318","16.432906463791","10.826475805858","7.2875606403097","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0020563502148649","699","9","77.666666666667","13.71691047235","16.432906463791","10.220813375078","6.5581978028123","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0031541603537109","699","9","77.666666666667","14.22882544247","16.432906463791","10.651667277765","6.8575140625454","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.00085562037550216","699","9","77.666666666667","13.040118079141","16.432906463791","9.352447388601","5.283203728738","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.002335255303996","699","9","77.666666666667","14.097712894047","16.432906463791","10.3514053249","6.5424719605068","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0018194159255901","699","9","77.666666666667","13.419418881662","16.432906463791","10.099712014499","6.383506634884","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0015306568225798","699","9","77.666666666667","13.45609328585","16.432906463791","9.9316862068948","5.991464547108","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.003112773495418","699","9","77.666666666667","14.484993434543","16.432906463791","10.640244837224","6.7615727688041","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0025883939716501","699","9","77.666666666667","14.166668008492","16.432906463791","10.452620010457","6.7190131543853","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0016154013419415","699","9","77.666666666667","13.931982512307","16.432906463791","9.9808651735575","6.261491684321","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0021170801374394","699","9","77.666666666667","14.161009785572","16.432906463791","10.251570692406","6.5206211275587","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0025070071162769","699","9","77.666666666667","14.708144051064","16.432906463791","10.424570390755","6.5087691369717","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0037127734516224","699","9","77.666666666667","14.970584777243","16.432906463791","10.81869770079","6.8254600362553","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0024791239066333","699","9","77.666666666667","14.662927411272","16.432906463791","10.409521715566","6.6745613918144","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.00094744518631787","699","9","77.666666666667","13.702167152549","16.432906463791","9.4447798830322","5.8289456176102","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0037452552010763","699","9","77.666666666667","14.675309242163","16.432906463791","10.81965827721","7.1838707150625","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0025859122200064","699","9","77.666666666667","14.205745608626","16.432906463791","10.45768870777","6.4264884574577","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0018997808832277","699","9","77.666666666667","13.588544710976","16.432906463791","10.159214453746","5.3033049080591","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0017399268802973","699","9","77.666666666667","14.280676881288","16.432906463791","10.062156580665","5.991464547108","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0030496348138953","699","9","77.666666666667","13.937518434178","16.432906463791","10.610439014072","7.1115121164962","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0032052552404923","699","9","77.666666666667","14.037679234242","16.432906463791","10.67137107921","6.6970342476665","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0014238685092067","699","9","77.666666666667","13.59773755938","16.432906463791","9.8553471772082","6.1070228877423","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0023554012879269","699","9","77.666666666667","13.835016082306","16.432906463791","10.361481857656","6.4815771292764","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0052186127577655","699","9","77.666666666667","14.943836005892","16.432906463791","11.151123112597","7.5256399750415","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0022965691754329","699","9","77.666666666667","13.989759619667","16.432906463791","10.340160587768","6.2422232654552","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0024445253690127","699","9","77.666666666667","14.295189727837","16.432906463791","10.395741790717","6.6489845500248","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0022262772097608","699","9","77.666666666667","13.731064252002","16.432906463791","10.307518299106","6.3007857946632","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.00095116781378337","699","9","77.666666666667","12.735093723428","16.432906463791","9.4667639485252","4.7004803657924","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0021895618839736","699","9","77.666666666667","13.857312552128","16.432906463791","10.28394249764","6.6066501861982","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0025245253631733","699","9","77.666666666667","14.027623899566","16.432906463791","10.434498083461","6.3543700407974","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0025598538277479","699","9","77.666666666667","14.533751246355","16.432906463791","10.446799727336","6.4583382833448","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0022109487437264","699","9","77.666666666667","14.024345020828","16.432906463791","10.296475139133","6.4982821494764","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0015249633923384","699","9","77.666666666667","13.48903637383","16.432906463791","9.9166011916815","6.4457198193856","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0017615327181363","699","9","77.666666666667","13.40383772172","16.432906463791","10.071076109728","6.1862086239005","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
"0.0031549632733603","699","9","77.666666666667","14.024762871241","16.432906463791","10.648349188783","7.0048819897129","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False"
